Event,Time,Healthy People,Ill People,Recoverd people,RIP,
[heal/dead],0.0005770139641491109,950,49,0,1, 
[heal/dead],0.0010608756186944665,950,48,0,2, 
[heal/dead],0.0016789348226934758,951,47,0,2, 
[heal/dead],0.0021678203036239016,952,46,0,2, 
[heal/dead],0.002796422876672421,953,45,0,2, 
[heal/dead],0.003299003931952759,953,44,0,3, 
[heal/dead],0.0038251036712706765,954,43,0,3, 
[heal/dead],0.004436789227990289,955,42,0,3, 
[heal/dead],0.004882147697259721,955,41,0,4, 
[heal/dead],0.0055155998926650785,956,40,0,4, 
[heal/dead],0.0059490414271086995,956,39,0,5, 
[heal/dead],0.006558405854574794,956,38,0,6, 
[heal/dead],0.007052258203098211,957,37,0,6, 
[heal/dead],0.007624513711384188,958,36,0,6, 
[heal/dead],0.008199424038141332,959,35,0,6, 
[heal/dead],0.00875083298641767,960,34,0,6, 
[heal/dead],0.009264951101529176,961,33,0,6, 
[heal/dead],0.009866922237900902,961,32,0,7, 
[heal/dead],0.010296636228959943,962,31,0,7, 
[heal/dead],0.010923032049975256,963,30,0,7, 
[heal/dead],0.011378853817849078,963,29,0,8, 
[heal/dead],0.011858497520864875,963,28,0,9, 
[heal/dead],0.01235911200028082,964,27,0,9, 
[heal/dead],0.012817099587531492,965,26,0,9, 
[heal/dead],0.01325832139748922,965,25,0,10, 
[heal/dead],0.013889686687646906,965,24,0,11, 
[heal/dead],0.014516073580740764,966,23,0,11, 
[heal/dead],0.014972117447251111,967,22,0,11, 
[heal/dead],0.015404252038520022,967,21,0,12, 
[heal/dead],0.01624307894323193,968,20,0,12, 
[heal/dead],0.01722526119407084,968,19,0,13, 
[heal/dead],0.017741805174782993,969,18,0,13, 
[heal/dead],0.018300244008293307,969,17,0,14, 
[heal/dead],0.018850358556639916,970,16,0,14, 
[heal/dead],0.019756718170002262,971,15,0,14, 
[heal/dead],0.02031605651075361,971,14,0,15, 
[heal/dead],0.02112254444804819,972,13,0,15, 
[heal/dead],0.02193234696468595,973,12,0,15, 
[heal/dead],0.022374497777942433,974,11,0,15, 
[heal/dead],0.023033355618205083,974,10,0,16, 
[heal/dead],0.023473596990684405,975,9,0,16, 
[heal/dead],0.024144425884924974,976,8,0,16, 
[heal/dead],0.024896083676611575,977,7,0,16, 
[heal/dead],0.025525751664613915,977,6,0,17, 
[heal/dead],0.02603243888963219,978,5,0,17, 
[heal/dead],0.028049060467911002,978,4,0,18, 
[heal/dead],0.02956697182952195,978,3,0,19, 
[heal/dead],0.030107332899991592,979,2,0,19, 
[heal/dead],0.031242858995205743,980,1,0,19, 
[heal/dead],0.03521557115295001,980,0,0,20, 
