Event,Time,Healthy People,Ill People,Recoverd people,RIP,
[heal/dead],0.0005828063552869099,801,199,1,0, 
[heal/dead],0.001130048316234137,802,198,2,0, 
[heal/dead],0.0016867355900604362,803,197,3,0, 
[heal/dead],0.002253108803755479,804,196,4,0, 
[heal/dead],0.0028126769459373667,805,195,5,0, 
[heal/dead],0.003427888861523049,805,194,5,1, 
[heal/dead],0.004028929521598579,806,193,6,1, 
[heal/dead],0.004574114847337689,806,192,6,2, 
[heal/dead],0.005127664437186151,806,191,6,3, 
[heal/dead],0.005673842589089222,807,190,7,3, 
[heal/dead],0.006237911688824247,808,189,8,3, 
[heal/dead],0.006788420856960599,808,188,8,4, 
[heal/dead],0.007357476628947635,809,187,9,4, 
[heal/dead],0.00793227604312172,810,186,10,4, 
[heal/dead],0.008486634567030811,811,185,11,4, 
[heal/dead],0.009037634838808295,811,184,11,5, 
[heal/dead],0.009589537713208435,811,183,11,6, 
[heal/dead],0.010157834612914947,811,182,11,7, 
[heal/dead],0.010733517451477109,812,181,12,7, 
[heal/dead],0.01131371008485156,812,180,12,8, 
[heal/dead],0.01191029279303065,813,179,13,8, 
[heal/dead],0.012470967335818898,814,178,14,8, 
[heal/dead],0.013021054125847911,815,177,15,8, 
[heal/dead],0.013611617357071703,815,176,15,9, 
[heal/dead],0.014173697148729852,815,175,15,10, 
[heal/dead],0.01472089380229658,816,174,16,10, 
[heal/dead],0.015270533133361106,816,173,16,11, 
[heal/dead],0.01581938867064284,816,172,16,12, 
[heal/dead],0.016377298209056514,817,171,17,12, 
[heal/dead],0.016938196638002244,818,170,18,12, 
[heal/dead],0.017496830357998795,819,169,19,12, 
[heal/dead],0.01808179461114967,820,168,20,12, 
[sick],0.018599215582799557,819,169,20,12, 
[heal/dead],0.01920955622477014,820,168,21,12, 
[heal/dead],0.01975700984759456,821,167,22,12, 
[heal/dead],0.020306335105331894,821,166,22,13, 
[heal/dead],0.020855101998510796,822,165,23,13, 
[heal/dead],0.021400692054026515,822,164,23,14, 
[heal/dead],0.021949012945826355,823,163,24,14, 
[heal/dead],0.022519518791320515,823,162,24,15, 
[heal/dead],0.02308034453696968,824,161,25,15, 
[heal/dead],0.02362618562628454,825,160,26,15, 
[heal/dead],0.024210660514327704,826,159,27,15, 
[heal/dead],0.024761980025760248,826,158,27,16, 
[heal/dead],0.025317181482295368,827,157,28,16, 
[heal/dead],0.026006786960382094,828,156,29,16, 
[sick],0.02646544857607901,827,157,29,16, 
[heal/dead],0.02702304851065841,828,156,30,16, 
[heal/dead],0.02765174937513499,828,155,30,17, 
[heal/dead],0.028223068787483575,828,154,30,18, 
[heal/dead],0.028780734905472727,829,153,31,18, 
[heal/dead],0.02944503080329914,830,152,32,18, 
[heal/dead],0.02999576810654134,830,151,32,19, 
[heal/dead],0.030569469767212757,830,150,32,20, 
[heal/dead],0.03111980558149628,830,149,32,21, 
[heal/dead],0.03169225452435857,831,148,33,21, 
[heal/dead],0.03225298899686632,831,147,33,22, 
[heal/dead],0.03282033697332296,832,146,34,22, 
[heal/dead],0.03343456588747104,832,145,34,23, 
[heal/dead],0.03409851221848914,832,144,34,24, 
[heal/dead],0.03466273983471721,832,143,34,25, 
[heal/dead],0.03524030030336852,832,142,34,26, 
[heal/dead],0.03588578204804098,832,141,34,27, 
[heal/dead],0.0364634803916585,833,140,35,27, 
[heal/dead],0.03701740074100099,834,139,36,27, 
[heal/dead],0.0375842028542719,835,138,37,27, 
[heal/dead],0.038228400385777885,836,137,38,27, 
[heal/dead],0.038800274372034746,836,136,38,28, 
[heal/dead],0.03937617872791649,837,135,39,28, 
[heal/dead],0.03995717537166509,838,134,40,28, 
[heal/dead],0.040551818059365495,838,133,40,29, 
[heal/dead],0.041117061684395835,839,132,41,29, 
[heal/dead],0.04166252215557772,840,131,42,29, 
[heal/dead],0.04224958770741336,840,130,42,30, 
[heal/dead],0.04286899632171017,840,129,42,31, 
[heal/dead],0.04341684856973805,840,128,42,32, 
[heal/dead],0.043990011930680945,841,127,43,32, 
[heal/dead],0.04454274912428594,841,126,43,33, 
[heal/dead],0.04510159788131829,841,125,43,34, 
[heal/dead],0.04569156529053955,842,124,44,34, 
[heal/dead],0.04623694811514106,843,123,45,34, 
[heal/dead],0.046813253873773414,844,122,46,34, 
[heal/dead],0.0473613196400345,845,121,47,34, 
[heal/dead],0.04792168848564615,845,120,47,35, 
[heal/dead],0.04853287441378774,846,119,48,35, 
[heal/dead],0.04909607845581734,847,118,49,35, 
[heal/dead],0.049736281209203564,848,117,50,35, 
[heal/dead],0.05030447609331883,848,116,50,36, 
[heal/dead],0.05090555869509304,848,115,50,37, 
[heal/dead],0.05145585711743888,848,114,50,38, 
[heal/dead],0.05202803265861324,849,113,51,38, 
[heal/dead],0.0525912362858662,850,112,52,38, 
[heal/dead],0.053175599735174044,851,111,53,38, 
[heal/dead],0.05387954290795801,851,110,53,39, 
[heal/dead],0.0545501167662182,852,109,54,39, 
[heal/dead],0.055163672687672735,852,108,54,40, 
[heal/dead],0.05588873242614335,853,107,55,40, 
[heal/dead],0.05644085598617748,853,106,55,41, 
[heal/dead],0.05699874293960573,853,105,55,42, 
[heal/dead],0.05766367139873154,854,104,56,42, 
[heal/dead],0.05821997539162055,854,103,56,43, 
[heal/dead],0.0587708044476054,855,102,57,43, 
[heal/dead],0.05939827429107583,855,101,57,44, 
[heal/dead],0.05998347187050568,855,100,57,45, 
[heal/dead],0.06061731680543368,856,99,58,45, 
[heal/dead],0.061180589813595226,857,98,59,45, 
