Event,Time,Healthy People,Ill People,Recoverd people,RIP
[Sick],1.1824443684446446,640,290,271,70 
[heal/dead],1.183097139364239,641,289,272,70 
[heal/dead],1.1860250549429647,641,288,272,71 
[heal/dead],1.1876517768733166,642,287,273,71 
[Sick],1.188677674172653,641,288,273,71 
[Sick],1.1901410374650268,640,289,273,71 
[heal/dead],1.1923529953423269,640,288,273,72 
[Sick],1.194718087869568,639,289,273,72 
[heal/dead],1.1951312435433308,640,288,274,72 
[Sick],1.195173591807911,639,289,274,72 
[heal/dead],1.1955588643774775,640,288,275,72 
[heal/dead],1.1961034685335237,641,287,276,72 
[Sick],1.1994288159930335,640,288,276,72 
[Sick],1.199852785953015,639,289,276,72 
[heal/dead],1.2030893405095466,640,288,277,72 
[Sick],1.2057273725534057,639,289,277,72 
[heal/dead],1.2083401266014524,640,288,278,72 
[heal/dead],1.2147943934028482,641,287,279,72 
[heal/dead],1.215791792369756,642,286,280,72 
[Sick],1.2160863129609614,641,287,280,72 
[heal/dead],1.2180014277493976,642,286,281,72 
[heal/dead],1.2192118736438389,643,285,282,72 
[heal/dead],1.2203879029159417,644,284,283,72 
[Sick],1.2216704666214644,643,285,283,72 
[heal/dead],1.2224221238285737,644,284,284,72 
[Sick],1.2341512001141608,643,285,284,72 
[heal/dead],1.2346937679684034,643,284,284,73 
[Sick],1.235143289187092,642,285,284,73 
[Sick],1.2361305515231937,641,286,284,73 
[heal/dead],1.2375141146943367,642,285,285,73 
[Sick],1.2386841916002056,641,286,285,73 
[heal/dead],1.241693243622448,642,285,286,73 
[heal/dead],1.2422237464021064,643,284,287,73 
[heal/dead],1.2430631298458643,643,283,287,74 
[heal/dead],1.2442329861729198,644,282,288,74 
[heal/dead],1.245870955731921,645,281,289,74 
[Sick],1.2467348322815615,644,282,289,74 
[heal/dead],1.2475154022084802,645,281,290,74 
[heal/dead],1.2485272329892372,645,280,290,75 
[Sick],1.2489620800213594,644,281,290,75 
[Sick],1.2504540893308849,643,282,290,75 
[heal/dead],1.2516396106960312,644,281,291,75 
[heal/dead],1.2536319164774437,645,280,292,75 
[Sick],1.254419185809542,644,281,292,75 
[Sick],1.2547500131827771,643,282,292,75 
[heal/dead],1.2565499813269247,644,281,293,75 
[Sick],1.2615264375778559,643,282,293,75 
[heal/dead],1.2623638871266698,643,281,293,76 
[Sick],1.2630293194149893,642,282,293,76 
[heal/dead],1.2639256322743908,643,281,294,76 
[Sick],1.26423148428806,642,282,294,76 
[Sick],1.268576092270372,641,283,294,76 
[Sick],1.2693480410015419,640,284,294,76 
[heal/dead],1.269850360380302,641,283,295,76 
[heal/dead],1.2717156946841683,642,282,296,76 
[heal/dead],1.2743769292014206,642,281,296,77 
[heal/dead],1.2751740301244237,643,280,297,77 
[heal/dead],1.2758585755658909,643,279,297,78 
[heal/dead],1.2779355277574203,644,278,298,78 
[heal/dead],1.2814980720798343,645,277,299,78 
[heal/dead],1.2847817011065823,646,276,300,78 
[Sick],1.2874926434451044,645,277,300,78 
[Sick],1.288014577092529,644,278,300,78 
[Sick],1.2900546132296429,643,279,300,78 
[heal/dead],1.2909164732161555,643,278,300,79 
[Sick],1.2920843955131711,642,279,300,79 
[heal/dead],1.295913632516419,643,278,301,79 
[Sick],1.3027478869798008,642,279,301,79 
[heal/dead],1.3053873640946143,642,278,301,80 
[Sick],1.3065530300395098,641,279,301,80 
[Sick],1.3075631390343023,640,280,301,80 
[heal/dead],1.308135810551421,641,279,302,80 
[heal/dead],1.3084668709565757,641,278,302,81 
[heal/dead],1.3100020262033387,642,277,303,81 
[Sick],1.3121310802972552,641,278,303,81 
[Sick],1.3186739083708665,640,279,303,81 
[Sick],1.3187248274576597,639,280,303,81 
[Sick],1.3225007405166156,638,281,303,81 
[heal/dead],1.331756872908026,639,280,304,81 
[Sick],1.334220448497746,638,281,304,81 
[heal/dead],1.3350921950186807,638,280,304,82 
[heal/dead],1.3361928090642203,639,279,305,82 
[Sick],1.3434140962972185,638,280,305,82 
[Sick],1.346347055005829,637,281,305,82 
[heal/dead],1.3469443783596156,638,280,306,82 
[Sick],1.348796528386098,637,281,306,82 
[heal/dead],1.3516868647924436,637,280,306,83 
[heal/dead],1.3538959419393903,638,279,307,83 
[heal/dead],1.3555486093556763,639,278,308,83 
[Sick],1.3557620619757755,638,279,308,83 
[Sick],1.356173311910744,637,280,308,83 
[Sick],1.3562608349900078,636,281,308,83 
[Sick],1.3566570827841569,635,282,308,83 
[heal/dead],1.3584328769068157,636,281,309,83 
[heal/dead],1.3589604937086124,636,280,309,84 
[Sick],1.361610929800731,635,281,309,84 
[heal/dead],1.364845993327739,635,280,309,85 
[Sick],1.3681810444147369,634,281,309,85 
[Sick],1.3687087973420866,633,282,309,85 
[heal/dead],1.3703110302505535,633,281,309,86 
[heal/dead],1.3714192353408936,634,280,310,86 
[heal/dead],1.3729887415348931,634,279,310,87 
[heal/dead],1.374127891534019,635,278,311,87 
[Sick],1.3756152295128943,634,279,311,87 
[heal/dead],1.3766309370307461,635,278,312,87 
[heal/dead],1.3783255470584181,636,277,313,87 
[Sick],1.3798448044469052,635,278,313,87 
[heal/dead],1.3832578416433101,636,277,314,87 
[heal/dead],1.383450109322996,637,276,315,87 
[heal/dead],1.383577852756991,638,275,316,87 
[heal/dead],1.3989665167333156,639,274,317,87 
[heal/dead],1.4003722916028385,640,273,318,87 
[heal/dead],1.4100279172404064,641,272,319,87 
[Sick],1.4168081790639722,640,273,319,87 
[Sick],1.4213182979970258,639,274,319,87 
[heal/dead],1.424585444885894,640,273,320,87 
[heal/dead],1.4253689819934816,641,272,321,87 
[Sick],1.4270830308571276,640,273,321,87 
[Sick],1.4280693286452448,639,274,321,87 
[heal/dead],1.4284529758594302,640,273,322,87 
[Sick],1.4289734396908296,639,274,322,87 
[heal/dead],1.4309519143153937,640,273,323,87 
[Sick],1.4314387195833753,639,274,323,87 
[Sick],1.4316828244300168,638,275,323,87 
[Sick],1.433568081665825,637,276,323,87 
[Sick],1.4404732789322183,636,277,323,87 
[Sick],1.4425147049476217,635,278,323,87 
[heal/dead],1.4448428938027003,635,277,323,88 
[Sick],1.4449823798859223,634,278,323,88 
[heal/dead],1.4504722775936476,635,277,324,88 
[Sick],1.4506884198686651,634,278,324,88 
[heal/dead],1.4534506641757887,635,277,325,88 
[heal/dead],1.4539653008236568,636,276,326,88 
[Sick],1.4572655054673995,635,277,326,88 
[heal/dead],1.4578797417945328,635,276,326,89 
[heal/dead],1.458226754619734,636,275,327,89 
[Sick],1.4634426450516373,635,276,327,89 
[Sick],1.463603843262167,634,277,327,89 
[heal/dead],1.4698392868559775,635,276,328,89 
[heal/dead],1.4713912157948914,636,275,329,89 
[heal/dead],1.4715452550231685,637,274,330,89 
[heal/dead],1.4755112612562327,638,273,331,89 
[Sick],1.483474668897253,637,274,331,89 
[Sick],1.4862533649040772,636,275,331,89 
[heal/dead],1.4916608030832426,637,274,332,89 
[heal/dead],1.4991364380282037,638,273,333,89 
[heal/dead],1.4999059635620602,639,272,334,89 
[heal/dead],1.5007529424440285,640,271,335,89 
[heal/dead],1.5017287564679045,641,270,336,89 
[heal/dead],1.5041081955929325,642,269,337,89 
[heal/dead],1.5077559878899547,642,268,337,90 
[Sick],1.5077984136878082,641,269,337,90 
[heal/dead],1.5105948809519072,642,268,338,90 
[heal/dead],1.5164923061624132,643,267,339,90 
[Sick],1.5174530963091108,642,268,339,90 
[heal/dead],1.520829811736227,643,267,340,90 
[heal/dead],1.5210737755090153,643,266,340,91 
[heal/dead],1.5213205727520487,644,265,341,91 
[Sick],1.5220558760355603,643,266,341,91 
[Sick],1.5231568520392833,642,267,341,91 
[Sick],1.524849865031123,641,268,341,91 
[Sick],1.5274676643926968,640,269,341,91 
[heal/dead],1.5307913855906905,641,268,342,91 
[heal/dead],1.5365030042515702,641,267,342,92 
[heal/dead],1.5368871831423236,642,266,343,92 
[Sick],1.5371708883675377,641,267,343,92 
[heal/dead],1.5376838263210197,641,266,343,93 
[Sick],1.5391395741422107,640,267,343,93 
[Sick],1.540780156427444,639,268,343,93 
[heal/dead],1.542470560768254,640,267,344,93 
[Sick],1.5445572511064132,639,268,344,93 
[Sick],1.544559113284988,638,269,344,93 
[heal/dead],1.5481054604940052,638,268,344,94 
[Sick],1.5523490485259308,637,269,344,94 
[heal/dead],1.5525433214430573,638,268,345,94 
[Sick],1.552791637227175,637,269,345,94 
[heal/dead],1.554024327452869,638,268,346,94 
[Sick],1.5575285503446634,637,269,346,94 
[heal/dead],1.5576785610142658,638,268,347,94 
[Sick],1.5588648080217289,637,269,347,94 
[Sick],1.5592610362851826,636,270,347,94 
[heal/dead],1.5603913492560881,636,269,347,95 
[Sick],1.5645024129810572,635,270,347,95 
[Sick],1.5658558328670447,634,271,347,95 
[Sick],1.5665977883529432,633,272,347,95 
[Sick],1.5679423697273263,632,273,347,95 
[heal/dead],1.5699035070852385,633,272,348,95 
[Sick],1.570729578533583,632,273,348,95 
[heal/dead],1.571808213105949,633,272,349,95 
[Sick],1.5780413056337106,632,273,349,95 
[heal/dead],1.5807826921672932,633,272,350,95 
[heal/dead],1.5818388073371483,634,271,351,95 
[heal/dead],1.584987871429052,635,270,352,95 
[heal/dead],1.5854592196715342,636,269,353,95 
[Sick],1.5868261356821516,635,270,353,95 
[heal/dead],1.589920556219801,636,269,354,95 
[heal/dead],1.5901253589542137,637,268,355,95 
[heal/dead],1.5927308441384063,637,267,355,96 
[Sick],1.5940126300079036,636,268,355,96 
[heal/dead],1.5948900152032388,637,267,356,96 
[heal/dead],1.596152901349383,637,266,356,97 
[heal/dead],1.5979653270005942,638,265,357,97 
[heal/dead],1.6017119904998907,639,264,358,97 
[heal/dead],1.6061963089940445,640,263,359,97 
[heal/dead],1.6099936476883723,641,262,360,97 
[Sick],1.6125693139564035,640,263,360,97 
[heal/dead],1.6131515165036845,640,262,360,98 
[heal/dead],1.614679544794088,641,261,361,98 
[Sick],1.6163832062093737,640,262,361,98 
[heal/dead],1.6197351366582802,640,261,361,99 
[heal/dead],1.6214755443244324,640,260,361,100 
[heal/dead],1.623172602343691,641,259,362,100 
[Sick],1.6271713420424219,640,260,362,100 
[Sick],1.629321745217075,639,261,362,100 
[Sick],1.6320586137146378,638,262,362,100 
[Sick],1.6320818473034482,637,263,362,100 
[Sick],1.6394457095831345,636,264,362,100 
[heal/dead],1.6404790363326982,636,263,362,101 
[heal/dead],1.643668415787941,637,262,363,101 
[heal/dead],1.6442032043114316,638,261,364,101 
[Sick],1.6496094397185816,637,262,364,101 
[heal/dead],1.6501564024170434,637,261,364,102 
[heal/dead],1.6514365508924471,638,260,365,102 
[heal/dead],1.6531416102138294,639,259,366,102 
[Sick],1.6555223963234484,638,260,366,102 
[Sick],1.6580769685785,637,261,366,102 
[Sick],1.6604558176648117,636,262,366,102 
[heal/dead],1.6707290948562985,637,261,367,102 
[heal/dead],1.6713289187323292,638,260,368,102 
[Sick],1.6760025560201164,637,261,368,102 
[Sick],1.6780057371328567,636,262,368,102 
[heal/dead],1.679912643586428,637,261,369,102 
[Sick],1.6807146253738805,636,262,369,102 
[heal/dead],1.6822112213019407,637,261,370,102 
[heal/dead],1.6837409138024662,637,260,370,103 
[Sick],1.6926013651219693,636,261,370,103 
[heal/dead],1.6974869215412614,637,260,371,103 
[Sick],1.697567907283327,636,261,371,103 
[Sick],1.699874862437212,635,262,371,103 
[heal/dead],1.7051641764886967,636,261,372,103 
[Sick],1.7052918422771626,635,262,372,103 
[heal/dead],1.7108414118122102,636,261,373,103 
[heal/dead],1.7197612146909798,637,260,374,103 
[heal/dead],1.7251916214096294,638,259,375,103 
[Sick],1.7256939934697029,637,260,375,103 
[Sick],1.7293112421044425,636,261,375,103 
[Sick],1.7303731734941408,635,262,375,103 
[Sick],1.731073575654909,634,263,375,103 
[Sick],1.734130378796904,633,264,375,103 
[heal/dead],1.7348852822673855,634,263,376,103 
[Sick],1.7377159298098603,633,264,376,103 
[Sick],1.7409030865764699,632,265,376,103 
[heal/dead],1.7437677594126586,632,264,376,104 
[heal/dead],1.7445201198326237,633,263,377,104 
[heal/dead],1.7505761927458878,633,262,377,105 
[heal/dead],1.7540784377456866,634,261,378,105 
[heal/dead],1.754647900985675,635,260,379,105 
[Sick],1.7554389328968139,634,261,379,105 
[Sick],1.7577842267612613,633,262,379,105 
[heal/dead],1.7589494188048471,634,261,380,105 
[heal/dead],1.763668160348624,635,260,381,105 
[heal/dead],1.7670974941852398,636,259,382,105 
[Sick],1.7698631277179568,635,260,382,105 
[Sick],1.77212539364599,634,261,382,105 
[Sick],1.773552431564519,633,262,382,105 
[heal/dead],1.7799814846078719,634,261,383,105 
[heal/dead],1.7803218830091132,634,260,383,106 
[heal/dead],1.7864995098800955,635,259,384,106 
[heal/dead],1.7866186446473318,636,258,385,106 
[heal/dead],1.7942642891236762,637,257,386,106 
[Sick],1.7943286100400095,636,258,386,106 
[heal/dead],1.7955517658444282,636,257,386,107 
[Sick],1.7962249796879746,635,258,386,107 
[heal/dead],1.7967903191639172,636,257,387,107 
[heal/dead],1.8022030447729527,637,256,388,107 
[heal/dead],1.8039205078899387,638,255,389,107 
[heal/dead],1.8060041410208525,638,254,389,108 
[Sick],1.806561655889443,637,255,389,108 
[Sick],1.8137378520026293,636,256,389,108 
[Sick],1.814027897178651,635,257,389,108 
[Sick],1.8144862147206242,634,258,389,108 
[heal/dead],1.822204878227325,635,257,390,108 
[heal/dead],1.82472183972312,635,256,390,109 
[heal/dead],1.8259918976911491,636,255,391,109 
[heal/dead],1.830771798064976,637,254,392,109 
[Sick],1.8315680174260904,636,255,392,109 
[Sick],1.833519044665349,635,256,392,109 
[heal/dead],1.833867971985918,636,255,393,109 
[Sick],1.8357493060100345,635,256,393,109 
[heal/dead],1.8367748371567465,635,255,393,110 
[Sick],1.8487512300196216,634,256,393,110 
[heal/dead],1.8500532904858762,634,255,393,111 
[heal/dead],1.8503525684195978,635,254,394,111 
[heal/dead],1.851112316233006,636,253,395,111 
[heal/dead],1.8529903311578468,636,252,395,112 
[heal/dead],1.8537244120041598,637,251,396,112 
[heal/dead],1.857788928268801,637,250,396,113 
[heal/dead],1.8631881794481657,638,249,397,113 
[Sick],1.864063018768134,637,250,397,113 
[heal/dead],1.8677996370776124,638,249,398,113 
[Sick],1.8694536706079532,637,250,398,113 
[Sick],1.8711235577573586,636,251,398,113 
[heal/dead],1.8740776139637056,637,250,399,113 
[Sick],1.8744282115471786,636,251,399,113 
[Sick],1.8772958743152297,635,252,399,113 
[heal/dead],1.8778782251763428,636,251,400,113 
[Sick],1.8783197733925214,635,252,400,113 
[heal/dead],1.878746628413692,636,251,401,113 
[Sick],1.8788017310725067,635,252,401,113 
[heal/dead],1.8792716608801143,636,251,402,113 
[heal/dead],1.8827007110271072,637,250,403,113 
[Sick],1.8854929970152758,636,251,403,113 
[heal/dead],1.8922073266761927,637,250,404,113 
[heal/dead],1.9038234346034497,638,249,405,113 
[heal/dead],1.909839394196521,639,248,406,113 
[heal/dead],1.9113370327998973,640,247,407,113 
[heal/dead],1.9119679185820078,641,246,408,113 
[heal/dead],1.9180807422049508,642,245,409,113 
[heal/dead],1.918344788485395,643,244,410,113 
[heal/dead],1.9208573783085168,643,243,410,114 
[heal/dead],1.9215928560811129,644,242,411,114 
[heal/dead],1.9252273827477695,645,241,412,114 
[heal/dead],1.9315069411886772,645,240,412,115 
[heal/dead],1.9343356243657472,646,239,413,115 
[Sick],1.9374188939923738,645,240,413,115 
[Sick],1.9390088625085364,644,241,413,115 
[Sick],1.94025549569876,643,242,413,115 
[heal/dead],1.9409431272311415,643,241,413,116 
[heal/dead],1.9419003232909697,644,240,414,116 
[heal/dead],1.9441221694392912,645,239,415,116 
[Sick],1.9465569561318479,644,240,415,116 
[Sick],1.9466129564987222,643,241,415,116 
[Sick],1.948360835941883,642,242,415,116 
[heal/dead],1.9513445950477735,642,241,415,117 
[heal/dead],1.9523391639766148,643,240,416,117 
[heal/dead],1.9596022164188824,644,239,417,117 
[Sick],1.9596253013385496,643,240,417,117 
[heal/dead],1.9618136882067039,644,239,418,117 
[Sick],1.964189981704357,643,240,418,117 
[heal/dead],1.9666520001091727,644,239,419,117 
[heal/dead],1.9673711312065245,644,238,419,118 
[heal/dead],1.9676189315135577,645,237,420,118 
[heal/dead],1.9686714048309528,646,236,421,118 
[heal/dead],1.9730590479710297,646,235,421,119 
[heal/dead],1.9735362366812252,647,234,422,119 
[heal/dead],1.9792974230126388,648,233,423,119 
[heal/dead],1.9816515881032826,649,232,424,119 
[heal/dead],1.9915894341493798,650,231,425,119 
[heal/dead],1.9931308625713846,651,230,426,119 
[heal/dead],1.9973593534467557,652,229,427,119 
[heal/dead],1.998008047003181,653,228,428,119 
[heal/dead],2.0003116963422767,653,227,428,120 
[Sick],2.003691447985179,652,228,428,120 
[heal/dead],2.0052710226529613,653,227,429,120 
[heal/dead],2.0056200454581097,654,226,430,120 
[heal/dead],2.010128034139927,655,225,431,120 
[heal/dead],2.0105939123413226,656,224,432,120 
[heal/dead],2.0111535317485245,657,223,433,120 
[heal/dead],2.011637636915956,658,222,434,120 
[heal/dead],2.0123639237274302,659,221,435,120 
[Sick],2.0141178691190125,658,222,435,120 
[Sick],2.0194090856149067,657,223,435,120 
[heal/dead],2.0217671096266128,657,222,435,121 
[Sick],2.021975497236722,656,223,435,121 
[heal/dead],2.022844540816749,657,222,436,121 
[heal/dead],2.0238940433994403,658,221,437,121 
[Sick],2.025000287590839,657,222,437,121 
[Sick],2.025367242838108,656,223,437,121 
[heal/dead],2.025761624795886,657,222,438,121 
[heal/dead],2.030460774440422,658,221,439,121 
[heal/dead],2.036529234093309,659,220,440,121 
[heal/dead],2.0391211894034176,660,219,441,121 
[Sick],2.0397735383705284,659,220,441,121 
[heal/dead],2.042455655203583,660,219,442,121 
[heal/dead],2.0554711993255608,660,218,442,122 
[Sick],2.056149726821218,659,219,442,122 
[heal/dead],2.0590014929664764,660,218,443,122 
[heal/dead],2.0634714788386135,660,217,443,123 
[heal/dead],2.0651539820257674,661,216,444,123 
[heal/dead],2.065744074306602,662,215,445,123 
[heal/dead],2.06909846781999,663,214,446,123 
[heal/dead],2.0777170324294434,664,213,447,123 
[Sick],2.079240709905605,663,214,447,123 
[heal/dead],2.0811066334201724,664,213,448,123 
[heal/dead],2.0848690295521837,665,212,449,123 
[heal/dead],2.085674113458502,666,211,450,123 
[heal/dead],2.086204073596282,666,210,450,124 
[Sick],2.0970079905753676,665,211,450,124 
[heal/dead],2.0972843062845326,666,210,451,124 
[heal/dead],2.0981973695727536,667,209,452,124 
[Sick],2.100648697055019,666,210,452,124 
[heal/dead],2.1008825247546543,666,209,452,125 
[Sick],2.1184881351340303,665,210,452,125 
[heal/dead],2.1189317937896366,666,209,453,125 
[Sick],2.1190424365380847,665,210,453,125 
[heal/dead],2.1208533542809818,666,209,454,125 
[heal/dead],2.1228439278745066,667,208,455,125 
[heal/dead],2.1274352237026877,668,207,456,125 
[Sick],2.130734312913042,667,208,456,125 
[Sick],2.133647598302162,666,209,456,125 
[Sick],2.1336803439369056,665,210,456,125 
[Sick],2.1367595505117993,664,211,456,125 
[heal/dead],2.137441163822337,665,210,457,125 
[heal/dead],2.1390608818920382,666,209,458,125 
[Sick],2.1452486328632894,665,210,458,125 
[Sick],2.1488812779833975,664,211,458,125 
[Sick],2.151069237749075,663,212,458,125 
[Sick],2.154346342863895,662,213,458,125 
[heal/dead],2.1573638375971997,663,212,459,125 
[heal/dead],2.159641264183518,664,211,460,125 
[heal/dead],2.1604411148957383,665,210,461,125 
[heal/dead],2.1613759509360433,666,209,462,125 
[heal/dead],2.1676140574753915,667,208,463,125 
[Sick],2.1789428383634353,666,209,463,125 
[Sick],2.18347854333876,665,210,463,125 
[Sick],2.1839276671952303,664,211,463,125 
[Sick],2.1841165983578987,663,212,463,125 
[Sick],2.1945265001813468,662,213,463,125 
[heal/dead],2.195743276240372,663,212,464,125 
[heal/dead],2.2022622652967163,664,211,465,125 
[heal/dead],2.207465169704326,665,210,466,125 
[Sick],2.2093045155598006,664,211,466,125 
[heal/dead],2.21126958415835,664,210,466,126 
[Sick],2.2113850558769714,663,211,466,126 
[heal/dead],2.213851309238606,664,210,467,126 
[Sick],2.219802369961796,663,211,467,126 
[heal/dead],2.2259340877673846,663,210,467,127 
[Sick],2.2358685382214905,662,211,467,127 
[heal/dead],2.2375456294492237,663,210,468,127 
[Sick],2.237778285472514,662,211,468,127 
[Sick],2.237851657505317,661,212,468,127 
[Sick],2.2399286111265906,660,213,468,127 
[Sick],2.2405337502901377,659,214,468,127 
[Sick],2.243399158945939,658,215,468,127 
[heal/dead],2.251648892834386,659,214,469,127 
[Sick],2.2569186775153267,658,215,469,127 
[Sick],2.257440970745314,657,216,469,127 
[heal/dead],2.265126844322911,658,215,470,127 
[Sick],2.2840204829982196,657,216,470,127 
[heal/dead],2.29012329347926,657,215,470,128 
[heal/dead],2.291082083760476,658,214,471,128 
[Sick],2.2911078831618403,657,215,471,128 
[Sick],2.2924390335802505,656,216,471,128 
[heal/dead],2.292622309233084,657,215,472,128 
[Sick],2.294230309611997,656,216,472,128 
[Sick],2.299738166460922,655,217,472,128 
[heal/dead],2.301038336251467,655,216,472,129 
[heal/dead],2.3016901005732273,655,215,472,130 
[Sick],2.3060850435702793,654,216,472,130 
[heal/dead],2.307231794931477,655,215,473,130 
[heal/dead],2.3098157707341467,656,214,474,130 
[Sick],2.3110462462226757,655,215,474,130 
[heal/dead],2.3128134077798777,656,214,475,130 
[heal/dead],2.3143995576799314,656,213,475,131 
[heal/dead],2.315009829892018,657,212,476,131 
[heal/dead],2.3225385116089727,658,211,477,131 
[Sick],2.3267064196280196,657,212,477,131 
[heal/dead],2.328260689623557,657,211,477,132 
[heal/dead],2.329870569785896,657,210,477,133 
[heal/dead],2.3354104586350877,658,209,478,133 
[heal/dead],2.3399156812791837,659,208,479,133 
[heal/dead],2.342256069591568,660,207,480,133 
[Sick],2.3423722285018367,659,208,480,133 
[heal/dead],2.344034608936887,659,207,480,134 
[heal/dead],2.3454070880981277,660,206,481,134 
[heal/dead],2.3496825823956446,660,205,481,135 
[Sick],2.3516671744787407,659,206,481,135 
[heal/dead],2.3546207345653154,659,205,481,136 
[heal/dead],2.3565870890921237,660,204,482,136 
[heal/dead],2.3568331857287452,661,203,483,136 
[Sick],2.36012770081759,660,204,483,136 
[heal/dead],2.360566680040541,660,203,483,137 
[Sick],2.363879392644129,659,204,483,137 
[Sick],2.365090801133814,658,205,483,137 
[Sick],2.3674120294351857,657,206,483,137 
[heal/dead],2.36965246430376,658,205,484,137 
[Sick],2.371594434424266,657,206,484,137 
[Sick],2.372713015370477,656,207,484,137 
[heal/dead],2.3772184823938245,657,206,485,137 
[heal/dead],2.378999722954599,657,205,485,138 
[heal/dead],2.3815114500218852,658,204,486,138 
[heal/dead],2.3849223363985987,659,203,487,138 
[heal/dead],2.3921401055352502,660,202,488,138 
[heal/dead],2.3949320245185257,661,201,489,138 
[heal/dead],2.3953283430789325,662,200,490,138 
[Sick],2.410033268038937,661,201,490,138 
[heal/dead],2.4103961737952226,661,200,490,139 
[Sick],2.412415713511923,660,201,490,139 
[Sick],2.413696035275022,659,202,490,139 
[heal/dead],2.4142598014696994,660,201,491,139 
[heal/dead],2.42154417235786,661,200,492,139 
[heal/dead],2.427309086048481,661,199,492,140 
[heal/dead],2.427853521577758,662,198,493,140 
[heal/dead],2.4304890915677007,663,197,494,140 
[heal/dead],2.4339492578899886,663,196,494,141 
[heal/dead],2.4358896703731623,664,195,495,141 
[Sick],2.4394486229919567,663,196,495,141 
[heal/dead],2.4407558742655495,664,195,496,141 
[Sick],2.4407623697381204,663,196,496,141 
[heal/dead],2.4417392428590325,664,195,497,141 
[heal/dead],2.443125136200179,665,194,498,141 
[heal/dead],2.447485544904654,666,193,499,141 
[heal/dead],2.4505703874128257,666,192,499,142 
[heal/dead],2.455380986613962,667,191,500,142 
[heal/dead],2.458296967367147,667,190,500,143 
[Sick],2.4632606242286426,666,191,500,143 
[Sick],2.464106937452837,665,192,500,143 
[Sick],2.4649551202837316,664,193,500,143 
[heal/dead],2.4658935440285714,664,192,500,144 
[heal/dead],2.4668844981677367,665,191,501,144 
[heal/dead],2.470242388601039,666,190,502,144 
[Sick],2.473884533137766,665,191,502,144 
[Sick],2.4744196083777252,664,192,502,144 
[Sick],2.4762559010411107,663,193,502,144 
[heal/dead],2.486165795304699,663,192,502,145 
[Sick],2.4958335295565517,662,193,502,145 
[Sick],2.498151382752698,661,194,502,145 
[heal/dead],2.5031250631431345,662,193,503,145 
[heal/dead],2.504548719418883,663,192,504,145 
[heal/dead],2.506274875111626,664,191,505,145 
[Sick],2.506776638113616,663,192,505,145 
[heal/dead],2.5094264905685124,664,191,506,145 
[heal/dead],2.5147413235470424,665,190,507,145 
[heal/dead],2.518020762129042,666,189,508,145 
[heal/dead],2.5227467153446637,666,188,508,146 
[heal/dead],2.524018781029492,667,187,509,146 
[heal/dead],2.527046749805642,668,186,510,146 
[Sick],2.53331790927006,667,187,510,146 
[Sick],2.5340075023782482,666,188,510,146 
[heal/dead],2.534935474237359,667,187,511,146 
[heal/dead],2.542874509850906,668,186,512,146 
[Sick],2.5445925761840984,667,187,512,146 
[heal/dead],2.5470035805542026,667,186,512,147 
[heal/dead],2.5540898054052343,668,185,513,147 
[heal/dead],2.5549237650174934,669,184,514,147 
[heal/dead],2.5552820486024106,669,183,514,148 
[heal/dead],2.559960404765294,670,182,515,148 
[heal/dead],2.564176368163598,671,181,516,148 
[heal/dead],2.566852794830205,672,180,517,148 
[heal/dead],2.5850943505112607,673,179,518,148 
[heal/dead],2.58900534032775,674,178,519,148 
[Sick],2.604137919308433,673,179,519,148 
[heal/dead],2.6062462595131155,674,178,520,148 
[heal/dead],2.608650236523232,675,177,521,148 
[Sick],2.6100534269450484,674,178,521,148 
[heal/dead],2.619366823507907,675,177,522,148 
[Sick],2.619871823220835,674,178,522,148 
[Sick],2.6200791408571695,673,179,522,148 
[heal/dead],2.6407258496625197,674,178,523,148 
[heal/dead],2.641444560324298,675,177,524,148 
[Sick],2.647133338826549,674,178,524,148 
[heal/dead],2.6478012162506137,674,177,524,149 
[Sick],2.6479612942978306,673,178,524,149 
[heal/dead],2.6676945083662407,673,177,524,150 
[heal/dead],2.668141240640429,673,176,524,151 
[heal/dead],2.6689092881431553,674,175,525,151 
[heal/dead],2.6695509313916372,675,174,526,151 
[heal/dead],2.669899948825508,676,173,527,151 
[heal/dead],2.671637578032391,676,172,527,152 
[heal/dead],2.6936879756181624,677,171,528,152 
[heal/dead],2.7012722232393664,678,170,529,152 
[Sick],2.7032832900145394,677,171,529,152 
[heal/dead],2.7035108041649303,678,170,530,152 
[heal/dead],2.705343758351927,679,169,531,152 
[Sick],2.7109112359783376,678,170,531,152 
[Sick],2.714659070489252,677,171,531,152 
[heal/dead],2.7176461345611935,677,170,531,153 
[heal/dead],2.7300661166059874,678,169,532,153 
[Sick],2.7326782040278896,677,170,532,153 
[heal/dead],2.7328138287878416,678,169,533,153 
[heal/dead],2.7391739711034537,679,168,534,153 
[heal/dead],2.739741670884909,679,167,534,154 
[heal/dead],2.740032692218853,680,166,535,154 
[heal/dead],2.742495728236813,681,165,536,154 
[heal/dead],2.7463824208037333,682,164,537,154 
[Sick],2.7472962209900094,681,165,537,154 
[heal/dead],2.74993938910554,682,164,538,154 
[heal/dead],2.7570489843675725,683,163,539,154 
[heal/dead],2.7582037595730977,684,162,540,154 
[heal/dead],2.760798716868483,685,161,541,154 
[heal/dead],2.7645652138868706,686,160,542,154 
[heal/dead],2.7678550713329484,687,159,543,154 
[Sick],2.7776985341104203,686,160,543,154 
[heal/dead],2.778578561022755,686,159,543,155 
